id,title,old_price,price,href,brand,category
36722344,Газонний бордюр Verto 15x900 см Зелений (15G511),260,197,https://rozetka.com.ua/ua/verto_15g511/p36722344/,Verto,Садові огорожі
237893311,Бордюрна стрічка Альта-Профіль з перфорацією 0.65х150х9000 мм зелений,0,209,https://rozetka.com.ua/ua/237893311/p237893311/,Альта-Профиль,Садові огорожі
292668833,Бордюрна стрічка Геодор 15 см x 25 м коричнева,0,500,https://rozetka.com.ua/ua/292668833/p292668833/,Укргеодор,Садові огорожі
292692128,Бордюрна стрічка Экобордюр Оптимальний 20м коричнева,0,495,https://rozetka.com.ua/ua/292692128/p292692128/,,Садові огорожі
292693888,Бордюрна стрічка Экобордюр Оптимальний 20м чорна,0,484,https://rozetka.com.ua/ua/292693888/p292693888/,,Садові огорожі
97900390,Бордюр садовий декоративний ZMM MAXPOL Palisada MAXI h 12см темно-коричневий,0,450,https://rozetka.com.ua/ua/97900390/p97900390/,ZMM Maxpol,Садові огорожі
347327424,"Бордюр хвилястий Bradas зелений, 10см х 9м. 012216",0,214,https://rozetka.com.ua/ua/347327424/p347327424/,Bradas,Садові огорожі
359184240,Бордюр садовий NewFixLight чорний B-900.04.04 в упаковці з анкерами (18 шт) та з'єднувачами (3 шт) 8290404.18-BK,0,468,https://rozetka.com.ua/ua/359184240/p359184240/,Vodaland,Садові огорожі
292682768,Бордюрна стрічка Геодор 15x900 см чорна,0,167,https://rozetka.com.ua/ua/292682768/p292682768/,Укргеодор,Садові огорожі
292682628,"Бордюрна стрічка Альта-Профіль 9м x 15см x 0,65 мм білий з перфорацією",0,199,https://rozetka.com.ua/ua/292682628/p292682628/,Альта-Профиль,Садові огорожі
292692318,Бордюрна стрічка Экобордюр Оптимальний 20м зелена,0,495,https://rozetka.com.ua/ua/292692318/p292692318/,,Садові огорожі
274408528,Газонне огородження 4 елементи Standard 2.3м Cellfast коричневе,802,721,https://rozetka.com.ua/ua/274408528/p274408528/,Cellfast,Садові огорожі
317092279,Огородження садове декоративне Павич метал білий Woody,193,144,https://rozetka.com.ua/ua/317092279/p317092279/,Woody,Садові огорожі
358178517,"Декоративний пластиковий паркан темно-коричневий висота 35см, довжина 3.2 м, 7 секцій (25326)",0,245,https://rozetka.com.ua/ua/358178517/p358178517/,Agro-Market,Садові огорожі
237893383,Бордюрна стрічка Альта-Профіль 0.65х150х9000 мм зелений,0,201,https://rozetka.com.ua/ua/237893383/p237893383/,Альта-Профиль,Садові огорожі
331518853,"Газонна решітка РГ-70.40.3,2 пластикова зелена",0,173,https://rozetka.com.ua/ua/331518853/p331518853/,Импекс-груп,Садові огорожі
325670275,Висока грядка Graf Ergo Raised Bed 645100,2200,1780,https://rozetka.com.ua/ua/325670275/p325670275/,Graf,Садові огорожі
292669378,"Бордюрна стрічка Альта-Профіль 9м x 15см x 0,5 мм коричнева без перфорації",0,164,https://rozetka.com.ua/ua/292669378/p292669378/,Альта-Профиль,Садові огорожі
340505848,Грядки та клумбі з оцинкованої сталі,0,2500,https://rozetka.com.ua/ua/340505848/p340505848/,Кольчуга,Садові огорожі
295040983,Бордюрна стрічка Альта-Профіль з перфорацією 0.65х150х9000 мм біла,0,209,https://rozetka.com.ua/ua/295040983/p295040983/,Альта-Профиль,Садові огорожі
237892597,Бордюрна стрічка Альта-Профіль з перфорацією 0.65х150х9000 мм салатовий,0,209,https://rozetka.com.ua/ua/237892597/p237892597/,Альта-Профиль,Садові огорожі
97900402,Парканчик декоративний ZMM-MAXPOL ANTICO CLASSIC пластиковий 26 см висоти,0,370,https://rozetka.com.ua/ua/97900402/p97900402/,ZMM Maxpol,Садові огорожі
293807973,Парканчик 26 см (5 шт./3 м.п.) Zmm Maxpol,0,340,https://rozetka.com.ua/ua/293807973/p293807973/,ZMM Maxpol,Садові огорожі
341287351,Бордюрна стрічка 20м коричнева 103мм Gartec тип 2,0,550,https://rozetka.com.ua/ua/341287351/p341287351/,Gartec,Садові огорожі
333557740,Паркан декоративний для газону Алеана 4 секцій (загальна довжина 2 м 56 см) пластиковий Білий (XL-1047),0,390,https://rozetka.com.ua/ua/333557740/p333557740/,Алеана,Садові огорожі
292669748,"Бордюрна стрічка Альта-Профіль 9м x 20см x 0,5 мм зелена без перфорації",0,204,https://rozetka.com.ua/ua/292669748/p292669748/,Альта-Профиль,Садові огорожі
292677083,"Бордюрна стрічка Альта-Профіль 9м x 15см x 0,5 мм зелена без перфорації",0,164,https://rozetka.com.ua/ua/292677083/p292677083/,Альта-Профиль,Садові огорожі
46271552,Бордюр садовий Prosperplast Garden Fence 5.95 м Зелений (5905197640082),648,615,https://rozetka.com.ua/ua/prosperplast_5905197640082/p46271552/,Prosperplast,Садові огорожі
292683008,Бордюрна стрічка Геодор 20x900 см коричнева,0,224,https://rozetka.com.ua/ua/292683008/p292683008/,Укргеодор,Садові огорожі
46352232,Палісад Prosperplast Flat 3.83 м Теракотовий (5905197099538),644,560,https://rozetka.com.ua/ua/prosperplast_5905197099538/p46352232/,Prosperplast,Садові огорожі
46280152,Бордюр садовий Prosperplast Palisada 3.02 м Теракотовий (5905197240121),901,750,https://rozetka.com.ua/ua/prosperplast_5905197240121/p46280152/,Prosperplast,Садові огорожі
46274376,Бордюр садовий Prosperplast Palisada 2.7 м Теракотовий (5905197240053),0,930,https://rozetka.com.ua/ua/prosperplast_5905197240053/p46274376/,Prosperplast,Садові огорожі
47660984,Бордюр садовий Prosperplast Garden Fence 5.95 м Коричневий (5905197340081),648,615,https://rozetka.com.ua/ua/prosperplast_5905197340081/p47660984/,Prosperplast,Садові огорожі
46355768,Палісад Prosperplast Flat 3.8 м Коричневий (5905197099651),644,560,https://rozetka.com.ua/ua/prosperplast_5905197099651/p46355768/,Prosperplast,Садові огорожі
291220098,Декоративний бордюр для саду MultyHome Камінь 9 х 2 х 120 см Сірий (5903104902063),420,291,https://rozetka.com.ua/ua/multyhome_5903104902063/p291220098/,MultyHome,Садові огорожі
325566937,Паркан Serinova 31.5 х 23.5 см Антрацитовий (11317Kmd),0,450,https://rozetka.com.ua/ua/serinova_11317kmd/p325566937/,Serinova,Садові огорожі
291225483,Декоративний бордюр для саду MultyHome Цегла 9 х 2 х 120 см Сірий (5903104901837),420,291,https://rozetka.com.ua/ua/multyhome_5903104901837/p291225483/,MultyHome,Садові огорожі
208912627,Бордюр садовий MultyHome Цеглинки 9х2х120 см Сіро-коричневий (5907736265497),420,291,https://rozetka.com.ua/ua/multyhome_5907736265497/p208912627/,MultyHome,Садові огорожі
46291032,Бордюр садовий Prosperplast Palisada 2.4 м Теракотовий (5905197240138),900,820,https://rozetka.com.ua/ua/prosperplast_5905197240138/p46291032/,Prosperplast,Садові огорожі
46285536,Бордюр садовий Prosperplast Palisada 3.02 м Коричневий (5905197140124),828,750,https://rozetka.com.ua/ua/prosperplast_5905197140124/p46285536/,Prosperplast,Садові огорожі
42071312,Декоративний бордюр MultyHome для саду 600х9х0.5 см Сіро-коричневий (5907736265503),709,533,https://rozetka.com.ua/ua/multyhome_5907736265503/p42071312/,MultyHome,Садові огорожі
46389800,Палісад Prosperplast Flat 1.92 м Коричневий (5905197099675),270,270,https://rozetka.com.ua/ua/prosperplast_5905197099675/p46389800/,Prosperplast,Садові огорожі
47660816,Садова огорожа Prosperplast Garden 3.72 м Біла (5905197140209),0,522,https://rozetka.com.ua/ua/prosperplast_5905197140209/p47660816/,Prosperplast,Садові огорожі
42007800,Декоративний бордюр MultyHome Зубці для саду 120х10х4 см Теракотовий (5907736265626),550,379,https://rozetka.com.ua/ua/multyhome_5907736265626/p42007800/,MultyHome,Садові огорожі
46269656,Бордюр садовий Prosperplast Garden Line 10 м Зелений (5905197640402),1099,945,https://rozetka.com.ua/ua/prosperplast_5905197640402/p46269656/,Prosperplast,Садові огорожі
46286528,Бордюр садовий Prosperplast Palisada 4.05 м Теракотовий (5905197240077),941,855,https://rozetka.com.ua/ua/prosperplast_5905197240077/p46286528/,Prosperplast,Садові огорожі
46267576,Бордюр садовий Prosperplast Garden Line 10 м Коричневий (5905197340401),1099,945,https://rozetka.com.ua/ua/prosperplast_5905197340401/p46267576/,Prosperplast,Садові огорожі
291228483,Декоративний бордюр для саду MultyHome Цегла 15 х 2 х 120 см Сіро-коричневий (5907736267446),504,349,https://rozetka.com.ua/ua/multyhome_5907736267446/p291228483/,MultyHome,Садові огорожі
233629675,Бордюр садовий Garantia Graf Edgar набір 6 панелей (645150),690,690,https://rozetka.com.ua/ua/garantia_645150/p233629675/,Garantia,Садові огорожі
46311008,Палісад Prosperplast Garden Border 2.5 м Теракотовий (5905197297644),0,477,https://rozetka.com.ua/ua/prosperplast_5905197297644/p46311008/,Prosperplast,Садові огорожі
47660296,Садова огорожа Prosperplast Garden 3.72 м Коричнева (5905197340203),575,522,https://rozetka.com.ua/ua/prosperplast_5905197340203/p47660296/,Prosperplast,Садові огорожі
233730643,Висока грядка Garantia Graf Ergo 6 панелей (645100),0,2340,https://rozetka.com.ua/ua/garantia_645100/p233730643/,Garantia,Садові огорожі
47650240,Садова огорожа Prosperplast Garden Classic 3.2 м Біла (5905197140308),469,426,https://rozetka.com.ua/ua/prosperplast_5905197140308/p47650240/,Prosperplast,Садові огорожі
291229923,Декоративний бордюр для саду MultyHome Цегла 15 х 2 х 120 см Сірий (5903104901820),504,349,https://rozetka.com.ua/ua/multyhome_5903104901820/p291229923/,MultyHome,Садові огорожі
36722304,Газонний бордюр Verto 10x900 см Коричневий (15G513),175,165,https://rozetka.com.ua/ua/verto_15g513/p36722304/,Verto,Садові огорожі
36722336,Газонний бордюр Verto 20x900 см Коричневий (15G515),315,220,https://rozetka.com.ua/ua/verto_15g515/p36722336/,Verto,Садові огорожі
36722280,Газонний бордюр Verto 10x900 см Зелений (15G510),175,165,https://rozetka.com.ua/ua/verto_15g510/p36722280/,Verto,Садові огорожі
36722312,Газонний бордюр Verto 15x900 см Коричневий (15G514),260,190,https://rozetka.com.ua/ua/verto_15g514/p36722312/,Verto,Садові огорожі
36722352,Газонний бордюр Verto 20x900 см Зелений (15G512),335,235,https://rozetka.com.ua/ua/verto_15g512/p36722352/,Verto,Садові огорожі
41978192,Декоративний бордюр MultyHome Римські камені для саду 120х8х7 см Сірий (5907736267477),599,414,https://rozetka.com.ua/ua/multyhome_5907736267477/p41978192/,MultyHome,Садові огорожі
341710000,Бордюр садовий прямий Екобордюр Стандарт 10м х 11см чорний - 49420 49420,0,322,https://rozetka.com.ua/ua/341710000/p341710000/,Bradas,Садові огорожі
292668768,Бордюр садовий BRADAS RIM-BOARD 78/1000мм (OBRB78),0,124,https://rozetka.com.ua/ua/292668768/p292668768/,Bradas,Садові огорожі
97900408,Парканчик декоративний ZMM-MAXPOL ANTICO пластиковий 55 см висоти,0,850,https://rozetka.com.ua/ua/97900408/p97900408/,ZMM Maxpol,Садові огорожі
237893317,Бордюрна стрічка Альта-Профіль з перфорацією 0.65х150х9000 мм червоний,0,209,https://rozetka.com.ua/ua/237893317/p237893317/,Альта-Профиль,Садові огорожі
348085659,Стрічка бордюрна Gartec 10 м х 110 мм коричневий,0,353,https://rozetka.com.ua/ua/348085659/p348085659/,Gartec,Садові огорожі
359184369,Бордюр садовий Vodaland пластиковий Country Standard H100 зелений 15 м 82952-15-GN,0,366,https://rozetka.com.ua/ua/359184369/p359184369/,Vodaland,Садові огорожі
294622878,"Декоративна огорожа Алеана для газону ""Пеньок"" коричневий",0,484,https://rozetka.com.ua/ua/294622878/p294622878/,Алеана,Садові огорожі
297977563,Висока грядка ERGO Комплект 6 панелей GRAF висота 25 см,0,2654,https://rozetka.com.ua/ua/297977563/p297977563/,Graf,Садові огорожі
360117390,"Бордюр садовий прямий Екобордюр Оптимальний 20м х 10,3см зелений - 49414 49414",0,495,https://rozetka.com.ua/ua/360117390/p360117390/,Bradas,Садові огорожі
330846733,Опора кільцева BRADAS для рослин 1/3 кола D=40см H=60см (TYRP34060),0,104,https://rozetka.com.ua/ua/330846733/p330846733/,Bradas,Садові огорожі
242041105,Огородження для газону Алеана Парканчик Білий,429,379,https://rozetka.com.ua/ua/242041105/p242041105/,Алеана,Садові огорожі
340914619,Бордюрна стрічка 10м коричнева 103мм Gartec тип 2,0,280,https://rozetka.com.ua/ua/340914619/p340914619/,Gartec,Садові огорожі
153695403,Дерев'яне огородження VMOD001 Kidigo (VMOD001),0,5920,https://rozetka.com.ua/ua/153695403/p153695403/,KIDIGO,Садові огорожі
97900372,Бордюр садовий декоративний ZMM-MAXPOL Palisada MAXI h 12см теракотовий,0,450,https://rozetka.com.ua/ua/97900372/p97900372/,ZMM Maxpol,Садові огорожі
292677863,"Бордюрна стрічка Альта-Профіль 9м x 15см x 0,65 мм без перфорації чорний",0,199,https://rozetka.com.ua/ua/292677863/p292677863/,Альта-Профиль,Садові огорожі
300034788,"Палісад Bradas PALGARDEN чорний, 2,5м (OBP1202-002BK)",0,460,https://rozetka.com.ua/ua/300034788/p300034788/,Bradas,Садові огорожі
