time_pub,title,text,tags,url
11:27,Каратист-переселенець із Черкас потребує коштів для поїздки на чемпіонат Європи," Майстер спорту України міжнародного класу та багаторазовий чемпіон з карате Олександр Решетняк може гідно представити Україну на Чемпіонаті Європи в Румунії. Однак для поїздки спортсменові не вистачає коштів. Читайте: Хоче чути та навчитись говорити: півторарічний черкащанин потребує грошової допомоги У 2014 році Олександр переїхав разом із родиною із Донецька у Черкаси. Тут він проводить тренування для різних вікових категорій у власній школі карате ""Окінава"". Торік спортсмен-переселенець у складі збірної України здобув срібну медаль на Чемпіонаті світу з традиційного карате. А через кілька днів мав би поїхати у складі української збірної за черговою перемогою, але на дорогу йому необхідно 12 тисяч гривень. Номер карти ПриватБанку: 5168 7555 2677 7905. Отримувач: Решетняк Олександр Сергійович. Як повідомляв сайт vikka.ua, юний баяніст із Черкащини ","#ВІККА, #новини, #Черкащина, #спортсмени",https://www.vikka.ua/novini/karatist-pereselenec-iz-cherkas-potrebuye-koshtiv-dlya-po%d1%97zdki-na-chempionat-yevropi/
11:49,Черкащани просять зменшити теплопостачання у теплі дні," На сайті Черкаської міської ради з’явилась електронна петиція із проханням регулювати постачання тепла в будинки, які не мають індивідуальних теплопунктів, під час підвищення температури повітря. Читайте: Деякі ОСББ у Черкасах не поспішають вмикати опалення За словами автора звернення, у сприятливу погоду батареї у квартирах доводиться накривати ковдрами, а вікна тримати відкритими. До того ж, рахунки за теплопостачання прийдуть значно вищі, оскільки буде спожито більше тепла. Як повідомляв сайт vikka.ua, цієї зими черкасці ","#Черкаси, #ВІККА, #новини, #теплопостачання, #петиція",https://www.vikka.ua/novini/cherkashhani-prosyat-zmenshiti-teplopostachannya-u-tepli-dni/
12:11,П’яна черкащанка після застілля вдарила ножем свого чоловіка," До чергової частини Христинівського відділення поліції надійшло повідомлення про те, що до Христинівської районної лікарні доставлено чоловіка з колото-різаними ранами грудної клітки та стегна. Про це повідомляє прес-служба ГУНП в Черкаській області. Читайте: Відсвяткували Покрову кулаками: у Смілі сталася масова бійка між волонтерами та атовцями Поліцейські встановили, що потерпілим виявився житель одного з сіл Христинівського району. Чоловік перебував в стані алкогольного сп’яніння. З’ясувалось, що під час розпиття алкогольних напоїв з дружиною, між ними виникла сварка, під час якої жінка схопила ножа та вдарила ним чоловіка. За скоєне жінці загрожує покарання у вигляді позбавлення волі на строк від п'яти до восьми років. Як повідомляв сайт vikka.ua, жінки влаштували ","#ВІККА, #новини, #Черкащина, #ножове_поранення",https://www.vikka.ua/novini/pyana-cherkashhanka-pislya-zastillya-vdarila-nozhem-svogo-cholovika/
12:23,У Черкасах автівку занесло у глибоку яму (ФОТО)," На вулиці Сумгаїтській водій автівки ВАЗ потрапив у глибоку яму на узбіччі. Внаслідок автопригоди ніхто не постраждав, тому чоловік відмовився від оформлення ДТП, повідомляє ""Про все"". ДИВІТЬСЯ: Масова ДТП у Черкасах: п’ять осіб потрапили до лікарні (ФОТО) Водій рухався у бік вулиці Одеська. Коли на світлофорі почав гальмувати, його машину занесло вправо, де була яма. За словами прес-офіцера патрульної поліції Зої Вовк, автомобіль мав якусь несправність. Водій вчасно не розгубився, викликав патрульних та евакуатор. Внаслідок ДТП пошкодилась лише автівка. Коли її витягли надорогу, чоловік поїхав на станцію техобслуговування. Як повідомляв сайт vikka.ua, у ДТП в Черкасах ","#Черкаси, #ВІККА, #новини, #ДТП",https://www.vikka.ua/novini/u-cherkasax-avtivku-zaneslo-u-gliboku-yamu-foto/
13:07,"Черкащанку, яку шукали чотири тижні, випадково знайшли мертвою у полі"," У селі Кобринове на Тальнівщині провели в останню путь 66-річну Єву Караганову. Жінка зникла другого вересня, і тільки через чотири тижні її випадково знайшли мертвою у полі. Про це повідомляє Gazeta.ua. Читайте: У Смілі знайшлася жінка, яку розшукувала її сім’я Пенсіонерку розшукували всім селом, обійшли всі кукурудзяні поля, ярки, зарості, але не знайшли. Викликали й поліцію – теж марно. Через місяць комбайнери молотили сою і натрапили на тіло. ""Пощастило, що це трапилось удень. Якби вночі – змолотили б і його. Видно, померла своєю смертю. Бо слідів боротьби не було. Чекаємо висновків експертів-криміналістів"", – каже сільський голова Юрій Книш. Єва Караганова раніше працювала у колгоспі – у ланці та городній бригаді. Сама виховувала п'ятьох дітей. Чоловіка поховала ще молодим. За словами сільського голови, пенсіонерка останнім часом забувала, куди йде. Діти весь час знаходили її недалеко від дому. Цього разу вона відійшла на 4 кілометри від своєї хати. Як повідомляв сайт vikka.ua, на Черкащині зник ","#ВІККА, #новини, #Черкащина, #смерть",https://www.vikka.ua/novini/cherkashhanku-yaku-shukali-chotiri-tizhni-vipadkovo-znajshli-mertvoyu-u-poli/
12:48,Інспектори водного патруля забрали човен у черкаських браконьєрів (ФОТО)," Вихідними 14-15 вересня водні патрульні Черкас виявили поблизу другої ""чашки"", що розташована на території Липівського заказника, гумовий човен та двох чоловіків, які рибалили у забороненому місці. Про це повідомляє прес-служба Патрульної поліції Черкас. ДИВІТЬСЯ: На черкаських водоймищах взялися ловити передзимових браконьєрів (ВІДЕО) Браконьєрів супроводили до бази екологічної інспекції де склали два протоколи та вилучили плавзасіб. Як повідомляв сайт vikka.ua, у заказнику на Черкащині ","#Черкаси, #ВІККА, #новини, #патруль, #водна_поліція",https://www.vikka.ua/novini/inspektori-vodnogo-patrulya-zabrali-choven-u-cherkaskix-brakonyeriv-foto/
13:29,Черкаських водіїв попереджають про туман," Вночі та вранці 19 жовтня в Черкасах і області очікується туман 200-500 м. Про це повідомляє прес-служба Черкаського обласного гідрометцентру. дивіться: Золоті Черкаси: користувачі соцмереж діляться світлинами осіннього міста (ФОТО) Метеорологи нагадують черкаським водіям про то, що в умовах недостатньої видимості потрібно обов’язково рухатися з включеним ближнім світлом фар і протитуманними ліхтарями. Також слід дотримуватися безпечної дистанції, не перевищувати швидкість та утримуватися від різких гальмувань і порушень правил обгону. Як повідомляв сайт vikka.ua, на Черкащину ","#ВІККА, #новини, #Черкащина, #погода",https://www.vikka.ua/novini/cherkaskix-vodi%d1%97v-poperedzhayut-pro-tuman/
13:48,Найвищий тариф в Україні: у Смілі на третину подорожчало опалення," У Смілі 18 жовтня виконавчий комітет ухвалив рішення про встановлення нового тарифу для теплопостачального підприємства ТОВ ""Смілаенергопромтранс"", яке обслуговує близько третини будинків міста. Про це сайту vikka.ua повідомив керуючий справами Смілянського МВК Олександр Головченко. Читайте: Без опалення у Черкасах залишаються майже три десятки багатоповерхівок ""Для підприємства був затверджений тариф на рівні 1798,14 грн/Гкал та 53,99 грн за 1 кв. м. Раніше тариф був на рівні 1300 грн за 1 Гкал та близько 30 грн за 1 кв. м з ПДВ"", – повідомив він. Підприємство обслуговує будинки у районі станції ім. Т. Шевченка та двоповерхові будинки в районі ""Богдана"". На сьогодні це абсолютний рекорд вартості послуг з централізованого опалення в Україні. Раніше у лідерах за дорожнечею тепла було також смілянське підприємство – ТОВ ""Смілаенергоінвест"", яке обслуговує півміста. Їхній тариф становив 1609,28 грн/Гкал та 37,97 грн за 1 кв.м. з ПДВ. Однак і його, імовірно, збільшать. Підприємство вже подало розрахунки на розгляд тарифної комісії, яка найближчим часом має винести рішення. ""Усі котельні підприємства перебувають у ""передстартовому режимі"". Для початку опалювального сезону в Смілі органам місцевої влади залишається затвердити тариф, інвестиційну програму та підписати тристоронній договір реструктуризації заборгованості"", – повідомили на підприємстві. Зазначимо, що ТОВ ""Смілаенергоінвест"" має 67 млн грн боргу та має підписати із владою договір щодо його реструктуризації. Однак, за словами Олександра Головченка, міська рада не буде брати на себе борги, які утворило підприємство. Крім того, до опалювального сезону готове приступити комунальне підприємство Теплокомуненерго. Рішення про початок опалювального сезону мають ухвалити на наступному засіданні виконкому. Однак чіткої дати, коли саме у смілян батареї стануть теплими, у міськраді поки що не називають. Як повідомляв сайт vikka.ua, черкащани ","#ВІККА, #новини, #Черкащина, #тарифи, #опалення",https://www.vikka.ua/novini/najvishhij-tarif-v-ukra%d1%97ni-u-smili-na-tretinu-podorozhchalo-opalennya/
14:03,Майже біотехнології: опалим листям у Черкасах займуться французи," Кожної осені з Черкас вивозять тонни опалого листя. Ця органіка відправляється на полігон, де перегниває та лежить роками. У розвинених країнах це вважалось би марнотратством та неекономним використанням ресурсу. Адже при застосуванні біоенергетичних технологій із листя можна виробляти як добрива, так і паливні брикети та інші джерела енергії. Подробиці у матеріалі сайту vikka.ua. Черкаський винахідник Андрій Рубан зазначає, що опале листя могло б бути корисним зокрема для опалення житлових, технічних приміщень, теплиць.  ""Опале листя – це органіка. Її можна використовувати з користю або повертаючи у землю, або підсушуючи та створюючи паливо"", – пояснює черкащанин. Читайте: Центральний спуск у Черкасах завалили сміттям (ФОТО) Він дивується, чому в Україні та Черкасах зокрема не використовують біопаливо та інші альтернативні джерела енергії. Тим паче у часи, коли вартість комунальних платежів значно подорожчала. ""Бідність скоріше наштовхує людей на думки про те, як вижити, а не про те, як зекономити. Люди звикли красти, і доки є така можливість, про нові технології не думають. Наприклад, буржуйки, які застосовують для опалення теплиць. Вони незручні у використанні, на них йде багато дров. Але ж люди знаходять можливість десь брати безкоштовну деревину, завозити її машинами"", – зазначає Андрій Рубан. Винахідник підкреслює, що у Черкасах колись лунали пропозиції створювати паливні брикети з опалого листя, але ініціативи так і залишились на рівні розмов. Натомість черкащани винайшли унікальну піч із жартівливою назвою ""Бубафоня"". Її можна топити хмизом, опалим листям та іншою органікою. На жаль, велика черга за корисним винаходом не утворилася.  teplowood.ru ""Коли я побачив цю дуже грамотно сконструйовану піч, здивувався. Виявилося, що це винахід черкащан. Піч має не дуже естетичний вигляд: за формою це бочка на 200 літрів. Але економія перекриває цей недолік. У 2015 році така піч вартувала десь 3,2 тис. грн. Її цілком можна було б використовувати на дачі, у приватному будинку, теплиці"", – пояснює черкащанин. Також він підкреслює перспективи використання сонячної енергії. ""У мене в майстерні встановлено сонячний повітряний колектор, який я сам винайшов та створив. Він взимку нагріває приміщення, в якому немає централізованого опалення, до 10-12°C"", – розповідає винахідник. Начальник відділу екології Черкаської міської ради Володимир Гусаченко, у свою чергу заявляє, що за сезон із Черкас вивозять близько 20 тисяч кубів опалого листя. Скільки теплової енергії можна було б отримати з цієї біомаси, чиновники не підраховували. ""Все опале листя з міста вивозиться на територію КП ""Екологія"". Це листя перегниває там природнім шляхом, утворюється компост. Цей перегній поки що там просто складається"", – пояснив начальник відділу. Крім того, він повідомив, що переробкою черкаського листя наразі зацікавилися французи. ""Щойно була зустріч міської влади з французькою делегацією. Створюється концепція побудови заводу з виробництва компосту. Поки що це проект, ведуться підрахунки. У Європі такі заводи працюють. Опале листя там йде на поліпшення земель"", – розповів Володимир Гусаченко.  Наразі на планеті активно використовують біовідходи для опалення. Зокрема у британському Бірмінгемі працює фабрика по створенню з опалого листя брикетів Leaf Log, які застовують замість дров. Китайські вчені пішли у цьому напрямку ще далі. Команда науковців експериментувала з листям павловнії, яку ще називають адамове дерево. З органічного сміття вони зробили пристрої для зберігання енергії. Технологію переробки листяної біомаси китайські вчені вирішили випробувати і на інших органічних рештках – картопляному лушпинні, соломі з рисових і кукурудзяних рослин та інших сільськогосподарських відходах. Як повідомляв сайт vikka.ua, у Золотоноші ","#Черкаси, #ВІККА, #новини, #сміття, #опалення",https://www.vikka.ua/novini/majzhe-biotexnologi%d1%97-opalim-listyam-u-cherkasax-zajmutsya-francuzi/
14:21,На головній вулиці Черкас тролейбус не розминувся з мікроавтобусом (ФОТО)," 18 жовтня на перехресті бульвару Шевченка та вулиці О. Дашковича не розминулися тролейбус та мікроавтобус Volkswagen, повідомляє ""Вичерпно"". ДИВІТЬСЯ: Масова ДТП у Черкасах: п’ять осіб потрапили до лікарні (ФОТО) Обидва водії, причетні до автопригоди, запевняли, що їхали на зелений сигнал світлофора. За словами прес-секретаря патрульної поліції Черкас Зої Вовк, чоловіків направили до відділу для з’ясування всіх обставин. Як повідомляв сайт vikka.ua, у Черкасах автівку ","#Черкаси, #ВІККА, #новини, #ДТП",https://www.vikka.ua/novini/na-golovnij-vulici-cherkas-trolejbus-ne-rozminuvsya-z-mikroavtobusom-foto/
14:40,На Черкащині квартирант пограбував господаря будинку," До Лисянського відділення поліції звернувся із заявою про крадіжку місцевий житель. Чоловік розповів поліцейським, що його домоволодіння обікрав квартирант, якому він здавав житло. Про це повідомляє прес-служба ГУНП в Черкаській області. Читайте: Черкащанин після застілля обікрав свого друга по чарці Підозрюваний викрав із гаража запасні частини до вантажівки, металеві вироби, набір гайкових ключів, пральну машинку та речі домашнього вжитку на загальну суму близько 3000 гривень. Працівники поліції відшукали та затримали зловмисника. Молодик зізнався у скоєному та пояснив свій вчинок безгрошів’ям, тому вирішив крадене майно продати аби підзаробити. За даним фактом відкрито кримінальне провадження. За скоєне чоловіку позбавлення волі на строк від трьох до шести років. Як повідомляв сайт vikka.ua, черкащанин ","#ВІККА, #новини, #Черкащина, #пограбування",https://www.vikka.ua/novini/na-cherkashhini-kvartirant-pograbuvav-gospodarya-budinku/
15:02,У Черкасах тимчасово зміниться рух громадського транспорту," 19 жовтня з парного боку бульвару Шевченка від вул. Новопречистенської до вул.Різдвяної триватимуть роботи з асфальтування проїжджої частини. Тому з 9-00 рух громадського транспорту на цій ділянці бульвару зазнає змін. Про це повідомляє прес-служба Черкаської міської ради. Читайте: Одну з вулиць у центрі Черкас перекриють Рух тролейбусів буде організований таким чином: Маршрут №1 – ""Санаторій ""Україна"" – Річковий вокзал"". Маршрут №2: до 9:00 – без змін; з 9:00 – відміняється. Маршрут №8 – ""вул.Руставі—Річковий вокзал"". Маршрут №8Р – ""Аеропорт—Річковий вокзал"". Маршрут №50 – ""Аеропорт—Річковий вокзал"". Маршрути №3, №4, №4А, №7А, №10, №14 – без змін. Автобуси здійснюватимуть об’їзд в напрямку площі 700-річчя. Автобусні маршрути, як рухаються по вул. В.Чорновола здійснюватимуть об’їзд по вул. Гоголя з виїздом на б. Шевченка по вул. Ю.Ільєнка.  Автобусні маршрути, як рухаються по б. Шевченка, здійснюватимуть об’їзд по вул. Волкова, С.Амброса, Ю.Ільєнка Б.Шевченка. У бік центру – рух без змін. Як повідомляв сайт vikka.ua, вечірнє пропускне ""вікно"" через Дніпро ","#Черкаси, #ВІККА, #новини, #ремонт, #бульвар",https://www.vikka.ua/novini/u-cherkasax-timchasovo-zminitsya-rux-gromadskogo-transportu/
15:26,Розслідування вбивства депутата Бінусова: слідчі перевіряють телефонні розмови," Прокуратура області проводить досудове розслідування кримінального провадження, відкритого за фактом резонансного вбивства депутата міської ради Михайла Бінусова. Нині справа розглядається Придніпровським райсудом Черкас. Інформація про це розміщена в Єдиному державному судовому реєстрі, пише Інфоміст. За версією слідства, вбивству Бінусова могла передувати підготовка протягом тривалого часу. Згідно з матеріалами слідства, правоохоронці провели радіотехнічну розвідку навколо території, прилеглої до місця вчинення злочину (депутат загинув в мікрорайоні ""Лісовий""). У результаті цього отримали ідентифікаційні дані базових станцій мобільного зв’язку, в зоні дії яких вона розташована. У прокуратурі не виключають, що вбивці могли користуватися на місці злочину мобільним зв’язком. 9 жовтня суд задовольнив клопотання слідчого і надав тимчасовий доступ до документів, що містять інформацію про з’єднання абонентських номерів мобільного зв’язку низки операторів. Дивіться: Черкаські депутати просять перевірити діяльність розстріляного колеги щодо митницького будівництва (ВІДЕО) У судових ухвалах міститься кілька десятків номерів різних мобільних операторів (""Київстар"", ""Лайфселл"", ""ВФ Україна""). ""До вчинення вказаного кримінального правопорушення може бути причетним ОСОБА_3, ІНФОРМАЦІЯ_2, житель ІНФОРМАЦІЯ_3, який користується послугами оператора та провайдера мобільного зв’язку ПрАТ ""ВФ Україна"", використовуючи при цьому абонентський номер 095-007-54-58. У період часу з 00 години 00 хвилин 01.05.2017 по теперішній час ОСОБА_3 міг спілкуватися з особами, причетними до вчинення кримінального правопорушення та обговорювати обставини вчинення кримінального правопорушення"", – йдеться в тексті судової ухвали. Як вдалося з’ясувати, номер телефону особи, що вказаний в судовій ухвалі, належить Ігорю Борисовичу Недашківському. Чоловік з таким іменем прописаний в Черкасах і є співзасновником охоронної компанії ""Альянс Контроль"", що з 2016 року зареєстрована в Києві. Також Недашківський є співзасновником київської ГО ""Міжнародний центр боротьби з корупцією"". Керівником цієї організації є житель Хмельницької області Костянтин Чернецький. Журналісти зателефонували за вказаним в ухвалі номером. Ігор Недашківський повідомив, що про депутата Бінусова та його вбивство чує вперше. Також пан Ігор сказав, що ніяк не може прокоментувати наявність його особистого номера телефону в судовій ухвалі. За його словами, востаннє в Черкасах він був більше, ніж півроку тому. 9 жовтня Придніпровський райсуд Черкас задовольнив клопотання прокурора і надав дозвіл на тимчасовий доступ до документів, що перебувають у володінні оператора та провайдера мобільного зв’язку ПрАТ ""ВФ Україна"". За фактом вбивства депутата Михайла Бінусова Головним управлінням Нацполіції в Черкаській області відкрито кримінальне провадження за ознаками п.12 ч 2 ст 115 ККУ (умисне вбивство вчинене за попередньою змовою осіб). Нагадаємо, 29 вересня після 22-ї години на вулиці Одеській в мікрорайоні Лісовий було виявлено тіло чоловіка з вогнепальними пораненнями. Ним виявився депутат міської ради Михайло Бінусов. Як повідомляв сайт vikka.ua, секретар міськради озвучив власну версію причин ","#Черкаси, #ВІККА, #новини, #розслідування, #Михайло_Бінусов, #убивство",https://www.vikka.ua/novini/rozsliduvannya-vbivstva-deputata-binusova-slidchi-pereviryayut-telefonni-rozmovi/
15:48,"Черкащанка здавала квартири, які винаймала на добу"," До Черкаського відділу поліції звернулися громадяни та повідомили про шахрайку, яка розмістила в Інтернеті оголошення про здачу житла на кілька місяців. Про це повідомляє прес-служба ГУНП в Черкаській області. Читайте: ""Тату, я збив людину"": черкащан атакують телефонні шахраї Громадяни зустрічалися з жінкою, укладали з нею угоду та давали їй кошти за проживання наперед. Наступного дня потерпілі дізнавалися, що помешкання належить іншій особі, а їх ""орендодавець"" сама нещодавно його винайняла на добу. Працівники поліції встановили підозрювану особу. Нею виявилась 29–річна жителька одного із сіл Звенигородського району. ЇЇ було затримано, коли шахрайка намагалася ошукати чергових квартировинаймачів. Наразі слідчі встановили, що підозрювана причетна до 13 аналогічних злочинів на території Черкас, Умані та Києва. Правоохоронці звертаються до громадян, які можливо також попали під дії шахрайки та просять у разі подібної ситуації звертатися до Черкаського відділу поліції за телефонами 39-36-01. Як повідомляв сайт vikka.ua, студентка із Черкащини ","#Черкаси, #ВІККА, #новини, #шахрайство, #оренда",https://www.vikka.ua/novini/cherkashhanka-zdavala-kvartiri-yaki-vinajmala-na-dobu/
18:26,Черкаський екс-укропівець очолив осередок іншої політсили (ВІДЕО),,"#міськрада, #політика, #""УКРОП"", #партія",https://www.vikka.ua/novini-na-vikka/vikka-novini/cherkaskij-eks-ukropivec-ocholiv-oseredok-insho%d1%97-politsili-video/
16:13,Юні черкащани позмагались у шаховому турнірі (ФОТО)," До Дня захисника України вихованці шахового клубу ""Дебют"" позашкільного навчального закладу ""Багатопрофільний молодіжний центр"" Черкаської міської ради зібралися, щоб визначити з-поміж себе найсильніших гравців, отримати цінний досвід та поспілкуватися. Про це повідомляє прес-служба Черкаської міської ради. ДИВІТЬСЯ: У Черкасах стартував Кубок України з фехтування (ФОТО, ВІДЕО) У святковому турнірі взяли участь 26 юних шахістів, переважна більшість яких – розрядники. Відразу, захопивши лідерство, зі стовідсотковим результатом фінішував Карасевич Андрій (1 місце у загальному заліку). Друге місце посів Кочерга Андрій, третє – Кикоть Владислав. Серед юнаків до 10 років найвище місце здобув Шмиголь Назар. Друге місце у цій категорії – за Кривицьким Артемом, третє виборов Фалєєв Георгій. У дівчат поділ місць визначив коефіцієнт Бухгольца: 1 місце – у Троханової Марини, 2 та 3 місця розділили між собою Дика Вікторія та Кочерга Анжеліка, відповідно.  Переможці та призери нагороджені почесними грамотами, а переможці у загальному заліку – медалями. Як повідомляв сайт vikka.ua, черкаські спортсмени ","#Черкаси, #ВІККА, #новини, #шахи, #турнір",https://www.vikka.ua/novini/yuni-cherkashhani-pozmagalis-u-shaxovomu-turniri-foto/
17:14,Черкащанин виростив на подвір’ї коноплі заввишки в два метри," В одному із сіл Черкаського району правоохоронці затримали черкащанина, у якого на подвір’ї виявили рослини коноплі. Про це повідомляє прес-служба ГУНП в Черкаській області. дивіться: У черкащанина виявили понад 10 мішків сушеної коноплі (ФОТО) Під час санкціонованого обшуку домоволодіння місцевого жителя за будинком правоохоронці виявили 15 рослин коноплі, висотою близько двох метрів. Чоловік зізнався, що він вживає наркотики та вирощував рослини для власної потреби. Речові докази вилучено та направлено на експертизу. За скоєне чоловіку загрожує покарання у вигляді штрафу від ста до п'ятисот неоподатковуваних мінімумів доходів громадян, або арешту на строк до шести місяців, або обмеження волі на строк до трьох років. Як повідомляв сайт vikka.ua, черкащанин ","#ВІККА, #новини, #Черкащина, #коноплі",https://www.vikka.ua/novini/cherkashhanin-virostiv-na-podvir%d1%97-konopli-zavvishki-v-dva-metri/
18:04,"Мер – козак, депутат – хан: у Черкасах демонструватимуть історичний ""метр"" (ВІДЕО)",,"#історія, #кіно, #Анатолій_Бондаренко, #акторти",https://www.vikka.ua/novini-na-vikka/vikka-novini/mer-kozak-deputat-xan-u-cherkasax-demonstruvatimut-istorichnij-metr-video/
16:42,На Черкащині визначили переможців щорічної премії імені Данила Нарбута," Талановиті митці Черкащини стали переможцями щорічної обласної премії імені Данила Нарбута. Серед учасників – професійні художники, які представили 11 конкурсних робіт, та учні початкових спеціалізованих мистецьких навчальних закладів, гуртків, студій образотворчого мистецтва області. Про це повідомляє прес-служба Черкаської ОДА. Мистецькі творіння, які були представлені на конкурсі, виконані різними техніками, зокрема: живопис, графіка, батик, декоративно-прикладне мистецтво тощо. ДИВІТЬСЯ: Волонтерок із Черкащини нагородили відзнаками Президента (ФОТО) Із понад 600 дитячих робіт, представлених на щорічній виставці образотворчого мистецтва, присвяченій Т. Г. Шевченку, обрали 15 кандидатів на премію ім. Данила Нарбута. Четверо дітей стали переможцями конкурсу. Окрім традиційного зображення сторінок життя Кобзаря, образів його поетичних і літературних героїв, українського історичного побуту, розкрито тему визвольної боротьби українського народу, історичних подій минулого та сучасного України. За результатами конкурсної комісії визначено наступних переможців: І місце та винагороду у 2000 гривень отримала Драбівської дитячої школи мистецтв Безкопильна Віра за роботу ""Наш чарівний край""; ІІ місце з винагородою 1500 гривень посів учень Шполянської дитячої школи мистецтв Максименко Андрій за роботу ""Добрий ярмарок""; ІІІ місце (2 х 750 грн) розділили між собою учень Драбівської дитячої школи мистецтв Перехрест Олександр за роботу ""Україна колядує"" та учениця Звенигородської дитячої художньої школи Середа Вікторія за роботу ""Молода господиня"". Крім того, конкурсна комісія вирішила присудити обласну премію імені Данила Нарбута 2017 року у розмірі 10 000 гривень професійному художнику області Цимбалу Василю Івановичу за роботу ""І сині гори над Дніпром…."" Наразі конкурсні роботи переможців передано до фондів Черкаського обласного художнього музею. Як повідомляв сайт vikka.ua, юний баяніст із Черкас ","#ВІККА, #новини, #Черкащина, #премія",https://www.vikka.ua/novini/na-cherkashhini-viznachili-peremozhciv-shhorichno%d1%97-premi%d1%97-imeni-danila-narbuta/
17:42,"Для людей із вадами зору розробили буклет ""туристичної Черкащини"" (ФОТО)"," Департамент регіонального розвитку Черкаської ОДА підготов видання буклету ""Черкащина туристична. 5 сезонів"", доступне для людей, які мають порушення зору. Про це повідомляє прес-служба департаменту. Буклет містить інформацію про туристичні особливості регіону у спеціальному форматі із описом шрифтом Брайля. ДИВІТЬСЯ: Для зйомок спалили півтора гектара поля: містянам показали історичний фільм із мером Черкас у головній ролі (ФОТО) Мета проекту – заохотити людей, які мають порушення зору, до пізнання рідного краю.  Буклет видано невеликим тиражем та буде передано в профільні навчальні заклади області, зокрема, в КЗ ""Черкаська спеціальна загальноосвітня школа-інтернат І-ІІІ ст. Черкаської обласної ради"", також скористатися буклетом та дізнатись багато нового про рідний край зможуть люди з вадами зору в Черкаській обласній організації українського товариства сліпих, та в бібліотеках міста.  Як повідомляв сайт vikka.ua, на Черкащині ","#ВІККА, #новини, #Черкащина",https://www.vikka.ua/novini/dlya-lyudej-iz-vadami-zoru-rozrobili-buklet-turistichno%d1%97-cherkashhini-foto/
05:44,"Кадрова нестача: ""Черкаські Мавпи"" продовжують пошуки центрового (ВІДЕО)",,"#Черкаси, #ВІККА, #Баскетбол, #Черкаські_Мавпи, #спорт",https://www.vikka.ua/novini-na-vikka/sportivni-novini/kadrova-nestacha-cherkaski-mavpi-prodovzhuyut-poshuki-centrovogo-video/
05:27,Мешканців черкаського зоопарку почали озимовувати їжею та житлом (ВІДЕО),,"#Черкаси, #ВІККА, #зоопарк, #зима, #тваринництво, #ведмеді",https://www.vikka.ua/novini-na-vikka/vikka-novini/meshkanciv-cherkaskogo-zooparku-pochali-ozimovuvati-%d1%97zheyu-ta-zhitlom-video/
04:28,Черкаські спортсмени відкермували на Чемпіонаті України з автокросу (ВІДЕО),,"#автоспорт, #спорт, #автомобілі, #автокрос",https://www.vikka.ua/novini-na-vikka/sportivni-novini/cherkaski-sportsmeni-vidkermuvali-na-chempionati-ukra%d1%97ni-z-avtokrosu-video/
05:00,"До Дня здорового харчування ""ВІККА-новини"" дізнавалися секрети здоров’я через шлунок (ВІДЕО)",,"#здоров'я, #харчування, #продукти, #дієтолог",https://www.vikka.ua/novini-na-vikka/vikka-novini/do-dnya-zdorovogo-xarchuvannya-vikka-novini-diznavalisya-sekreti-zdorovya-cherez-shlunok-video/
